Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [119] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [164] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*) [147] std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >, true>::~_Hashtable_ebo_helper()
 [108] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [31] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [177] std::__detail::_Hashtable_ebo_helper<0, std::equal_to<Vect2<int> >, true>::_Hashtable_ebo_helper()
 [109] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [6] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(Vect2<int> const&) [178] std::__detail::_Hashtable_ebo_helper<1, std::hash<Vect2<int> >, true>::_Hashtable_ebo_helper()
 [134] __gnu_cxx::__alloc_traits<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >, std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >::_S_select_on_copy(std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > const&) [89] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::begin() [61] std::pair<std::__detail::_Node_iterator<std::pair<Vect2<int> const, BoolChunk*>, false, false>, bool> std::__detail::_Insert<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, false>::insert<std::pair<Vect2<int> const, BoolChunk*>, void>(std::pair<Vect2<int> const, BoolChunk*>&&)
  [46] __gnu_cxx::__aligned_buffer<std::pair<Vect2<int> const, BoolChunk*> >::_M_ptr() [51] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [8] std::__detail::_Map_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(Vect2<int> const&)
 [100] __gnu_cxx::__aligned_buffer<std::pair<Vect2<int> const, BoolChunk*> >::_M_addr() [75] void std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_assign<std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > > >(std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > > const&) [101] std::__detail::operator==(std::__detail::_Node_iterator_base<std::pair<Vect2<int> const, BoolChunk*>, false> const&, std::__detail::_Node_iterator_base<std::pair<Vect2<int> const, BoolChunk*>, false> const&)
   [5] BoolChunkLoader::get(Vect2<int>) const [74] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [117] std::__detail::operator!=(std::__detail::_Node_iterator_base<std::pair<Vect2<int> const, BoolChunk*>, false> const&, std::__detail::_Node_iterator_base<std::pair<Vect2<int> const, BoolChunk*>, false> const&)
  [28] Vect2<int>::hash() const [76] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> > const&) [69] std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>* std::__addressof<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>&)
  [45] Vect2<int>::operator==(Vect2<int> const&) const [165] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable() [148] std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  [16] BoolChunk::get(Vect2<int>) const [49] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [128] std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>* std::__to_address<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*)
  [17] BoolChunk::read(int, int) const [43] Vect2<int> const& std::__pair_get<0ul>::__const_get<Vect2<int> const, BoolChunk*>(std::pair<Vect2<int> const, BoolChunk*> const&) [129] std::__detail::_Hash_node_base** std::__to_address<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base**)
 [120] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >::_M_max_size() const [166] Vect2<int> const& std::__pair_get<0ul>::__get<Vect2<int> const, BoolChunk*>(std::pair<Vect2<int> const, BoolChunk*>&) [39] std::tuple_element<0ul, std::pair<Vect2<int> const, BoolChunk*> >::type const& std::get<0ul, Vect2<int> const, BoolChunk*>(std::pair<Vect2<int> const, BoolChunk*> const&)
 [121] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::_M_max_size() const [7] std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::at(Vect2<int> const&) [179] std::tuple_element<0ul, std::pair<Vect2<int> const, BoolChunk*> >::type& std::get<0ul, Vect2<int> const, BoolChunk*>(std::pair<Vect2<int> const, BoolChunk*>&)
  [33] __gnu_cxx::__aligned_buffer<std::pair<Vect2<int> const, BoolChunk*> >::_M_ptr() const [32] std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::end() [130] std::remove_reference<std::pair<Vect2<int> const, BoolChunk*>&>::type&& std::move<std::pair<Vect2<int> const, BoolChunk*>&>(std::pair<Vect2<int> const, BoolChunk*>&)
  [64] __gnu_cxx::__aligned_buffer<std::pair<Vect2<int> const, BoolChunk*> >::_M_addr() const [10] std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::find(Vect2<int> const&) [180] BoolChunk*&& std::forward<BoolChunk*>(std::remove_reference<BoolChunk*>::type&)
   [9] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, Vect2<int> const&, unsigned long) const [90] std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::begin() [181] Vect2<int>& std::forward<Vect2<int>&>(std::remove_reference<Vect2<int>&>::type&)
  [79] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<Vect2<int> const, BoolChunk*>, false> const&) const [60] std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::insert(std::pair<Vect2<int> const, BoolChunk*>&&) [29] std::pair<Vect2<int> const, BoolChunk*> const& std::forward<std::pair<Vect2<int> const, BoolChunk*> const&>(std::remove_reference<std::pair<Vect2<int> const, BoolChunk*> const&>::type&)
  [26] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [77] std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::unordered_map(std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > > const&) [182] std::__detail::_Node_iterator<std::pair<Vect2<int> const, BoolChunk*>, false, false>& std::forward<std::__detail::_Node_iterator<std::pair<Vect2<int> const, BoolChunk*>, false, false>&>(std::remove_reference<std::__detail::_Node_iterator<std::pair<Vect2<int> const, BoolChunk*>, false, false>&>::type&)
  [11] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, Vect2<int> const&, unsigned long) const [167] std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::unordered_map() [183] std::pair<Vect2<int> const, BoolChunk*>& std::forward<std::pair<Vect2<int> const, BoolChunk*>&>(std::remove_reference<std::pair<Vect2<int> const, BoolChunk*>&>::type&)
 [122] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const [50] std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::~unordered_map() [116] std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >&& std::forward<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >(std::remove_reference<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::type&)
 [104] std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [54] std::pointer_traits<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*>::pointer_to(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>&) [152] std::pair<Vect2<int> const, BoolChunk*>&& std::forward<std::pair<Vect2<int> const, BoolChunk*> >(std::remove_reference<std::pair<Vect2<int> const, BoolChunk*> >::type&)
  [23] std::hash<Vect2<int> >::operator()(Vect2<int> const&) const [139] std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [184] bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  [41] std::hash<int>::operator()(int) const [140] std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >&, std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*, unsigned long) [56] std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>* std::addressof<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>&)
